stop_id,stop_name,stop_lat,stop_lon,mode,STATE CODE
3477,2 Granville St ,-41.45074195,147.1292251,train,TA
3294,No.3 Balmoral Avenue ,-41.41816623,147.1021816,train,TA
3358,19 Brougham St ,-41.45016886,147.1306245,train,TA
3596,317 Westbury Rd ,-41.4779784,147.1271022,train,TA
3586,Stop 12  Normanstone Rd,-41.45991496,147.1530575,train,TA
3548,Opposite 24 Abbott St ,-41.43712266,147.1512272,train,TA
3663,76 South Esk Dr ,-41.499168,147.071682,train,TA
3217,3 Wildor Cres ,-41.4143722,147.1611255,train,TA
3000,263 Hobart Rd ,-41.47758242,147.1656397,train,TA
3231,4 Mornington Dr ,-41.40958411,147.1683816,train,TA
3657,72 Chris St ,-41.48600983,147.1304474,train,TA
3367,Peel St West / Stanley St ,-41.46674055,147.1301049,train,TA
2972,No.15 Franmaree Rd ,-41.38538831,147.1212891,train,TA
3318,141 New World Ave ,-41.435588,147.10399,train,TA
3544,56 Salisbury Cres ,-41.45778876,147.1326996,train,TA
2895,City Terminus ,-41.43691677,147.1385055,train,TA
3171,209 St Leonards Road ,-41.45121961,147.1913333,train,TA
3068,No.9 Waroona St ,-41.4765571,147.1676709,train,TA
3252,Lambert St / Ravenswood Rd ,-41.42103005,147.1692591,train,TA
3174,Opposite 310 St Leonards Rd ,-41.45718552,147.2001195,train,TA
3057,No.26 Gascoyne St ,-41.46354532,147.1519575,train,TA
3142,Stop 7  No.154 Elphin Road,-41.44129482,147.1606811,train,TA
3661,Westbury Rd / Norwich St ,-41.45760418,147.1455126,train,TA
2933,opp.No.32 Lilydale Rd ,-41.37674016,147.1300009,train,TA
2999,Stop 17  No.233 Hobart Rd,-41.47448898,147.1640139,train,TA
3685,Launceston General Hospital ,-41.445752,147.142564,train,TA
2923,No.65 Alanvale Rd ,-41.39281197,147.1224025,train,TA
3240,11 Castlemaine Rd ,-41.41648136,147.1817186,train,TA
3372,42 Lavender Gr ,-41.46588161,147.1189889,train,TA
3651,No.45 Heather St ,-41.45653562,147.138408,train,TA
3361,Opposite 36 Salisbury Cres ,-41.45623137,147.1316409,train,TA
4108:01:00,St Patricks College Stop A ,-41.47376229,147.1262462,train,TA
2942,7 Bronzewing Ave ,-41.38422452,147.1140993,train,TA
3183,200 Penquite Rd ,-41.45553819,147.1774954,train,TA
3726,7 Pitcher Pde ,-41.47731486,147.1048534,train,TA
3085,No.30 Chifley St ,-41.46733468,147.1534377,train,TA
