stop_id,stop_name,stop_lat,stop_long,mode,state code
,Seven Hills Prospect Hwy Stairs,-33.77410577,150.9361911,train,NSW
,Seven Hills The Hills Cres Lift,-33.77455756,150.9361722,train,NSW
,Seven Hills Prospect Hwy Lift,-33.77407161,150.9360893,train,NSW
,Seven Hills Prospect Hwy Ramp,-33.77410285,150.9359253,train,NSW
,Seven Hills The Hills Cres Ramp,-33.77452,150.935432,train,NSW
,Shellharbour Piper Dr Lift,-34.59125149,150.8448185,train,NSW
,Shellharbour Piper Dr Stairs,-34.5913074,150.8448018,train,NSW
,Shellharbour Piper Dr Lift,-34.59122591,150.8446697,train,NSW
,Shellharbour Piper Dr Stairs,-34.59128718,150.8446519,train,NSW
,Singleton Munro St Ramp,-32.57196082,151.1656827,train,NSW
,Singleton Munro St Ramp,-32.5718537,151.1655409,train,NSW
,Singleton Munro St Path,-32.57183342,151.1654861,train,NSW
,Springwood Macquarie  Rd Stairs,-33.69918984,150.5636973,train,NSW
,Springwood Macquarie  Rd Ramp,-33.69936145,150.5635226,train,NSW
,Springwood Station St Ramp,-33.69896475,150.5633045,train,NSW
,St James James Rd Stairs,-33.86992775,151.2114985,train,NSW
,St James James Rd Ramp,-33.87003326,151.2112893,train,NSW
,St James Elizabeth St Lift,-33.870678,151.2104842,train,NSW
,St James Elizabeth St Stairs,-33.87074951,151.2104486,train,NSW
,St Leonards Sergeants Lane Stairs,-33.82224634,151.1947629,train,NSW
,St Leonards Sergeants Lane Lift,-33.82222391,151.1947607,train,NSW
,St Leonards Herbert St Lift,-33.82232319,151.1936479,train,NSW
,St Leonards Herbert St Stairs,-33.82231649,151.1936088,train,NSW
,St Leonards Herbert St Stairs,-33.82246257,151.1934322,train,NSW
,St Leonards Herbert St Lift,-33.82243079,151.1933676,train,NSW
,St Marys Forrester Rd Lift,-33.76189765,150.7751589,train,NSW
,St Marys Station St Lift,-33.76235089,150.7750575,train,NSW
,St Marys Forrester Rd Stairs,-33.76188001,150.7749259,train,NSW
,St Marys Station St Stairs,-33.76231824,150.774872,train,NSW
,St Peters May Lane Path,-33.90745391,151.1808612,train,NSW
,St Peters Lord St Path,-33.90694267,151.1806495,train,NSW
,Stanmore Douglas St Ramp,-33.89416485,151.1642047,train,NSW
,Stanmore Trafalgar St Ramp,-33.89467603,151.1641571,train,NSW
,Stanwell Park Railway Cres Stairs,-34.22618328,150.9812344,train,NSW
,Stanwell Park Railway Cres Stairs,-34.22614425,150.9810046,train,NSW
,Strathfield Everton Rd Lift,-33.87146835,151.0946037,train,NSW
,Strathfield Everton Rd Stairs,-33.87134403,151.0944811,train,NSW
,Strathfield Strathfield Sq Ramp,-33.87220808,151.0942838,train,NSW
,Strathfield Albert Rd Ramp,-33.87185964,151.0938299,train,NSW
,Summer Hill Grosvenor  Cres Stairs,-33.8901592,151.1389449,train,NSW
,Summer Hill Carlton Cres Lift,-33.89053286,151.1389072,train,NSW
,Summer Hill Grosvenor  Cres Lift,-33.89010644,151.1387528,train,NSW
,Summer Hill Carlton Cres Stairs,-33.89044157,151.1386413,train,NSW
,Summer Hill Carlton Cres Ramp,-33.89043171,151.1386155,train,NSW
,Sutherland East Pde Lift,-34.0315702,151.0574323,train,NSW
,Sutherland East Pde Path,-34.0315567,151.0573425,train,NSW
,Sutherland East Pde Stairs,-34.03183438,151.0569098,train,NSW
,Sutherland East Pde Ramp,-34.03183438,151.0569098,train,NSW
,Sydenham Gleeson Ave Lift,-33.91491191,151.1661011,train,NSW
,Sydenham Gleeson Ave Path,-33.9148634,151.1660472,train,NSW
,Tahmoor George  St Path,-34.22358755,150.5902412,train,NSW
,Tahmoor Pitt St Path,-34.22346581,150.5898308,train,NSW
,Tallong Railway Pde Path,-34.71837568,150.0860928,train,NSW
,Tarro Woodberry  Rd Stairs,-32.80882092,151.6694636,train,NSW
,Tarro Woodberry  Rd Stairs,-32.80889516,151.6693728,train,NSW
,Tascott Brisbane Water Dr Ramp,-33.45083997,151.3188156,train,NSW
,Tascott Brisbane Water Dr Stairs,-33.45088295,151.318787,train,NSW
,Tascott Glenrock Pde Ramp,-33.45077303,151.3187403,train,NSW
,Tascott Glenrock Pde Stairs,-33.45094989,151.3183448,train,NSW
,Taverners Hill LR Parramatta  Rd Lift,-33.8895669,151.145176,train,NSW
,Taverners Hill LR Parramatta  Rd Lift,-33.88990657,151.1451041,train,NSW
,Taverners Hill LR Parramatta  Rd Stairs,-33.88963067,151.1450837,train,NSW
,Taverners Hill LR Parramatta  Rd Stairs,-33.8898685,151.1450731,train,NSW
,Telarah Johnson St Ramp,-32.72323179,151.5398951,train,NSW
,Telarah Johnson St Stairs,-32.72337822,151.5398859,train,NSW
,Telopea Sturt St Path,-33.79400629,151.041781,train,NSW
,Telopea Sturt St Ramp,-33.79424948,151.0415241,train,NSW
,Telopea Sturt St Path,-33.7945703,151.0413839,train,NSW
,Telopea Adderton Rd Ramp,-33.79402152,151.0412637,train,NSW
,Telopea Adderton Rd Stairs,-33.79411509,151.0411954,train,NSW
,Tempe Griffith St Stairs,-33.92369195,151.1567982,train,NSW
,Tempe Griffith St Stairs,-33.92394727,151.15675,train,NSW
,Tempe Richardson Cres Stairs,-33.92358032,151.1564713,train,NSW
,Tempe Richardson Cres Stairs,-33.92389629,151.1563979,train,NSW
,Teralba William St Ramp,-32.96276877,151.60415,train,NSW
,Teralba William St Path,-32.962727,151.6039263,train,NSW
,Teralba Railway St Stairs,-32.96216248,151.6036419,train,NSW
,The Star LR Pirrama Rd Path,-33.8672709,151.1957096,train,NSW
,Thirroul Station St Stairs,-34.31786015,150.9193757,train,NSW
,Thirroul Station St Lift,-34.31799787,150.9192528,train,NSW
,Thirroul Railway Pde Path,-34.31788392,150.918865,train,NSW
,Thirroul Railway Pde Stairs,-34.31795869,150.9188517,train,NSW
,Thornleigh Railway Pde Path,-33.73207901,151.0783738,train,NSW
,Thornleigh Railway Pde Stairs,-33.73211866,151.0783327,train,NSW
,Thornleigh The Esplanade  Stairs,-33.73180916,151.0781183,train,NSW
,Thornton Karuah  St Stairs,-32.78357334,151.6399935,train,NSW
,Thornton Karuah  St Lift,-32.78356119,151.6399551,train,NSW
,Toongabbie Wentworth Ave Ramp,-33.78699939,150.9516071,train,NSW
,Toongabbie Portice Pde Ramp,-33.78714281,150.9511669,train,NSW
,Town Hall George St Stairs,-33.87317129,151.2071252,train,NSW
,Town Hall George St Stairs,-33.87357692,151.2070647,train,NSW
,Town Hall George St Lift,-33.87389408,151.2070208,train,NSW
,Town Hall George St Stairs,-33.87394872,151.2070088,train,NSW
,Town Hall George St Stairs,-33.87324335,151.2067182,train,NSW
,Town Hall George St Stairs,-33.87300204,151.2066961,train,NSW
,Town Hall George St Stairs,-33.87416617,151.2066678,train,NSW
,Town Hall George St Stairs,-33.87370422,151.206619,train,NSW
,Town Hall Kent St Path,-33.87346213,151.2056759,train,NSW
,Towradgi Towradgi Rd Ramp,-34.38408404,150.9016675,train,NSW
,Towradgi Towradgi Rd Ramp,-34.38412652,150.9013586,train,NSW
,Tuggerah Bryant Dr Ramp,-33.3077456,151.4204201,train,NSW
,Tuggerah Bryant Dr Stairs,-33.3077456,151.4204201,train,NSW
,Tuggerah Pacific Hwy Ramp,-33.30747496,151.4200755,train,NSW
,Tuggerah Pacific Hwy Stairs,-33.30767799,151.4200382,train,NSW
,Turramurra Rohini St Path,-33.73258953,151.1290978,train,NSW
,Turramurra William St Path,-33.73287787,151.128659,train,NSW
,Turrella Reede St Stairs,-33.92977422,151.1404283,train,NSW
,Unanderra Berkeley Rd Stairs,-34.45512841,150.8460834,train,NSW
,Unanderra Berkeley Rd Stairs,-34.45480327,150.8454954,train,NSW
,Valley Heights Great Western Hwy Stairs,-33.70388256,150.5840807,train,NSW
,Valley Heights Great Western Hwy Ramp,-33.70385585,150.5840194,train,NSW
,Valley Heights Great Western Hwy Stairs,-33.70414867,150.5836892,train,NSW
,Victoria Street Waller St Stairs,-32.75096544,151.5941378,train,NSW
,Victoria Street Victoria St Stairs,-32.7511242,151.5937962,train,NSW
,Villawood Villawood St Stairs,-33.88092102,150.9773626,train,NSW
,Villawood River Ave Stairs,-33.88074082,150.9773471,train,NSW
,Vineyard Bandon Rd Ramp,-33.65018802,150.851063,train,NSW
,Wahroonga Redleaf Ave Stairs,-33.71800187,151.1175185,train,NSW
,Waitara Alexandria Pde Path,-33.71028639,151.105246,train,NSW
,Waitara Waitara Ave Stairs,-33.71065655,151.1049153,train,NSW
,Wallarobba Wallarobba Brookfield Rd Ramp,-32.49615032,151.6956921,train,NSW
,Warabrook Eucalyptus  Cres Ramp,-32.88698384,151.7111872,train,NSW
,Warabrook Ring Rd Ramp,-32.88848678,151.709521,train,NSW
,Waratah Platt St Stairs,-32.90210317,151.731215,train,NSW
,Waratah Platt St Stairs,-32.902354,151.7310238,train,NSW
,Waratah Mills LR Davis St Path,-33.8989622,151.140003,train,NSW
,Waratah Mills LR Weston St Path,-33.8988126,151.1398647,train,NSW
,Warnervale Warnervale Rd Path,-33.2473843,151.4491366,train,NSW
,Warnervale Warnervale Rd Path,-33.24713278,151.4488456,train,NSW
,Warrawee Warrawee Ave Path,-33.72439373,151.1220398,train,NSW
,Warrawee Heydon Ave Path,-33.72454128,151.1217229,train,NSW
,Warrimoo Railway Pde Stairs,-33.72132609,150.6029511,train,NSW
,Warrimoo Great Western Hwy Stairs,-33.721589,150.6027819,train,NSW
,Warrimoo Great Western Hwy Ramp,-33.7215927,150.6027681,train,NSW
,Warrimoo Great Western Hwy Ramp,-33.72206858,150.602657,train,NSW
,Warrimoo Great Western Hwy Stairs,-33.72204408,150.6025654,train,NSW
,Warwick Farm Warwick St Stairs,-33.91318088,150.9353246,train,NSW
,Warwick Farm Warwick St Lift,-33.91340518,150.9352764,train,NSW
,Warwick Farm Remembrance Ave Lift,-33.91324659,150.9349959,train,NSW
,Warwick Farm Remembrance Ave Stairs,-33.91347354,150.9349611,train,NSW
,Waterfall Kooraban St Ramp,-34.13517267,150.994605,train,NSW
,Waverton Bay Rd Path,-33.83756728,151.1974683,train,NSW
,Waverton Bay Rd Path,-33.83761043,151.1973366,train,NSW
,Wentworth Falls Railway Pde Stairs,-33.70932977,150.3764898,train,NSW
,Wentworth Falls Station St Stairs,-33.70952535,150.3761198,train,NSW
,Wentworth Park LR Pyrmont Bridge Rd Path,-33.8742417,151.1940945,train,NSW
,Wentworth Park LR Wattle St Ramp,-33.87506758,151.1935385,train,NSW
,Wentworthville Wentworth Ave Stairs,-33.80686889,150.9725242,train,NSW
,Wentworthville The Kingsway  Stairs,-33.80725292,150.972304,train,NSW
,Wentworthville Wentworth Ave Ramp,-33.80667668,150.971932,train,NSW
,Wentworthville The Kingsway  Ramp,-33.80706875,150.9718275,train,NSW
,Werrington Victoria Lane Stairs,-33.7590496,150.7575668,train,NSW
,Werrington Railway St Stairs,-33.75924963,150.7575314,train,NSW
,Werrington Victoria Lane Lift,-33.75903757,150.7574454,train,NSW
,Werrington Railway St Lift,-33.75920751,150.7574014,train,NSW
,West Ryde Railway Pde Stairs,-33.80746637,151.0905793,train,NSW
,West Ryde Railway Pde Lift,-33.80747159,151.0904036,train,NSW
,West Ryde West Pde Ramp,-33.80687546,151.0901576,train,NSW
,West Ryde West Pde Ramp,-33.80704425,151.0900831,train,NSW
,West Ryde West Pde Stairs,-33.8074677,151.0899608,train,NSW
,Westmead Railway Pde Stairs,-33.80836116,150.9881873,train,NSW
,Westmead Alexandria Ave Stairs,-33.80870858,150.9878707,train,NSW
,Westmead Railway Pde Ramp,-33.80819002,150.9877158,train,NSW
,Westmead Alexandria Ave Ramp,-33.80864182,150.9876577,train,NSW
,Wiley Park King Georges  Rd Ramp,-33.92278182,151.0680626,train,NSW
,Wiley Park King Georges  Rd Ramp,-33.92270486,151.0680185,train,NSW
,Windsor George St Path,-33.61362381,150.8111058,train,NSW
,Windsor Cox St Path,-33.61292723,150.8090296,train,NSW
,Wingello Railway Pde Path,-34.69233579,150.1583818,train,NSW
,Wingello Sydney St Path,-34.69201661,150.1582058,train,NSW
,Wirragula Dungog Rd Ramp,-32.46292679,151.7424687,train,NSW
,Wolli Brodie Spark Dr Stairs,-33.92867126,151.1544432,train,NSW
,Wolli Brodie Spark Dr Lift,-33.92868435,151.1543587,train,NSW
,Wolli Discovery Point Pl Lift,-33.92884985,151.1538917,train,NSW
,Wolli Discovery Point Pl Stairs,-33.92882963,151.153842,train,NSW
,Wollongong Crown St Path,-34.42582725,150.8886385,train,NSW
,Wollongong Station St Stairs,-34.42673344,150.8885596,train,NSW
,Wollongong Station St Path,-34.42698795,150.8884363,train,NSW
,Wollongong Crown St Lift,-34.42645671,150.8884344,train,NSW
,Wollongong Crown St Lift,-34.42642506,150.8882201,train,NSW
,Wollongong Crown St Path,-34.42587253,150.8882123,train,NSW
,Wollongong Railway Staiton Sq Path,-34.42720865,150.8879475,train,NSW
,Wollongong Railway Staiton Sq Ramp,-34.42679193,150.8878175,train,NSW
,Wollstonecraft Milner Cres Path,-33.8315907,151.1925953,train,NSW
,Wollstonecraft Shirley Rd Ramp,-33.83245952,151.1921823,train,NSW
,Wollstonecraft Shirley Rd Path,-33.8326745,151.1917926,train,NSW
,Wollstonecraft Milray Ave Path,-33.83146743,151.1915732,train,NSW
,Wombarra Morrison Ave Stairs,-34.27545316,150.9536753,train,NSW
,Wombarra Morrison Ave Stairs,-34.27530416,150.9535083,train,NSW
,Wondabyne Wondabyne Wharf  Ramp,-33.49202131,151.2571482,train,NSW
,Woodford Railway Pde Stairs,-33.7357511,150.4821963,train,NSW
,Woodford Great Western Hwy Ramp,-33.73546893,150.4818417,train,NSW
,Woodford Great Western Hwy Ramp,-33.73526715,150.4808855,train,NSW
,Woolooware Swan St N Stairs,-34.04741225,151.1437622,train,NSW
,Woolooware Swan St N Lift,-34.04744884,151.1437013,train,NSW
,Woolooware Swan St Stairs,-34.04769831,151.1436487,train,NSW
,Woolooware Swan St Lift,-34.04765603,151.1435849,train,NSW
,Woonona Park Rd Ramp,-34.34939351,150.9153897,train,NSW
,Woonona Railway Pde Stairs,-34.34956158,150.91536,train,NSW
,Woonona Park Rd Ramp,-34.34932926,150.9151104,train,NSW
,Woy Woy Blackwall Rd Path,-33.48597397,151.324352,train,NSW
,Woy Woy Railway St Ramp,-33.48527377,151.3237255,train,NSW
,Woy Woy Railway St Lift,-33.48585711,151.3233847,train,NSW
,Woy Woy Railway St Stairs,-33.48597825,151.3232156,train,NSW
,Wyee Wyee Rd Ramp,-33.17984054,151.48724,train,NSW
,Wyee Gorokan Rd Stairs,-33.180164,151.4868566,train,NSW
,Wynyard Carrington St Stairs,-33.86553906,151.2063145,train,NSW
,Wynyard Carrington St Stairs,-33.86583394,151.2062822,train,NSW
,Wynyard Carrington St Path,-33.86572268,151.206269,train,NSW
,Wynyard Carrington St Lift,-33.86570502,151.2061027,train,NSW
,Wynyard York St Stairs,-33.86566282,151.2059726,train,NSW
,Wynyard York St Stairs,-33.86575654,151.2059633,train,NSW
,Wynyard York St Path,-33.86560119,151.2055201,train,NSW
,Wynyard Jamison St Path,-33.86445369,151.2053161,train,NSW
,Wynyard Clarence St Lift,-33.86572968,151.2050799,train,NSW
,Wynyard Clarence St Path,-33.86564376,151.2050042,train,NSW
,Wynyard Clarence St Stairs,-33.86562889,151.2048,train,NSW
,Wynyard Napoleon St Path,-33.86524696,151.20397,train,NSW
,Wynyard Napoleon St Lift,-33.86534132,151.203967,train,NSW
,Wyong Howarth St Stairs,-33.28508373,151.4255992,train,NSW
,Wyong Howarth St Lift,-33.2853325,151.4255494,train,NSW
,Wyong Pacific Hwy Lift,-33.28524935,151.4252208,train,NSW
,Wyong Pacific Hwy Stairs,-33.2853225,151.4251587,train,NSW
,Yagoona Hume Hwy Path,-33.90733106,151.0246767,train,NSW
,Yennora Railway St Stairs,-33.86488282,150.97104,train,NSW
,Yennora Nelson Rd Stairs,-33.86462082,150.9709456,train,NSW
,Yennora Railway St Stairs,-33.86498836,150.9708084,train,NSW
,Yennora Railway St Ramp,-33.86502912,150.9707162,train,NSW
,Yerrinbool Old Hume Hwy Path,-34.37159251,150.5434481,train,NSW
,Zig Zag Bells Rd Stairs,-33.47184198,150.2021194,train,NSW
