stop_id,stop_name,stop_lat,stop_lon,mode,state_code
300957,St Laurences College - 7 ,-27.459073,153.045632,bus,VIC
300972,Stephens Road - 8 ,-27.457232,153.040432,bus,VIC
,Lockhart Street - 8 ,-27.470357,153.088231,bus,VIC
305852,Lockhart Street - 8 ,-27.463361,153.085725,bus,VIC
,Clarence Street - 7 ,-27.459445,153.034037,bus,VIC
303415,Clarence Street - 7 ,-27.564611,152.875661,bus,VIC
303410,Stanley Street - 6 ,-27.563505,152.876021,bus,VIC
304675,Stanley Street - 5 ,-27.470099,153.088403,bus,VIC
300705,Stanley Street - 8-7 ,-27.551285,152.948205,bus,VIC
,Princess Theatre - 6 ,-27.456608,153.035501,bus,VIC
,Hail and Ride Stop Vulture Street ,-27.506041,152.914459,bus,VIC
,Fig Tree Pocket Road - 34 ,-27.497335,152.912283,bus,VIC
301559,Oxford Terrace - 16/22 ,-27.45512,153.035874,bus,VIC
301560,Oxford Terrace - 22/16 ,-27.454122,153.036896,bus,VIC
301591,Carmody Road - 21 ,-27.453287,153.040209,bus,VIC
,Carmody Road - 21 ,-27.453003,153.037214,bus,VIC
300935,Munro Street - 22 ,-27.453818,153.038426,bus,VIC
,Munro Street - 22 ,-27.454884,153.03866,bus,VIC
301593,Jesmond Road - District Stop ,-27.45585,153.0377,bus,VIC
,Boswell Terrace - 88 ,-27.443068,153.058204,bus,VIC
,Boswell Terrace - 88 ,-27.462711,153.08572,bus,VIC
,Clara Street - 96 ,-27.464354,153.059499,bus,VIC
